"S001" "S002" "S003" "S004" "S005" "S006" "S007" "S008" "S009" "S010" "S011" "S012" "S013" "S014" "S015" "S016" "S017" "S018" "S019" "S020" "S021" "S022" "S023" "S024" "S025" "S026" "S027" "S028" "S029" "S030" "S031" "S032" "S033" "S034" "S035" "S036" "S037" "S038" "S039" "S040" "S041" "S042" "S043" "S044" "S045" "S046" "S047" "S048" "S049" "S050" "S051" "S052" "S053" "S054" "S055" "S056" "S057" "S058" "S059" "S060" "S061" "S062" "S063" "S064" "S065" "S066" "S067" "S068" "S069" "S070" "S071" "S072" "S073" "S074" "S075" "S076" "S077" "S078" "S079" "S080" "S081" "S082" "S083" "S084" "S085" "S086" "S087" "S088" "S089" "S090" "S091" "S092" "S093" "S094" "S095" "S096" "S097" "S098" "S099" "S100" "S101" "S102" "S103" "S104" "S105" "S106" "S107" "S108" "S109" "S110" "S111" "S112" "S113" "S114" "S115" "S116" "S117" "S118" "S119" "S120" "S121" "S122" "S123" "S124" "S125" "S126" "S127" "S128" "S129" "S130" "S131" "S132" "S133" "S134" "S135" "S136" "S137" "S138" "S139" "S140" "S141" "S142" "S143" "S144" "S145" "S146" "S147" "S148" "S149" "S150" "S151" "S152" "S153" "S154" "S155" "S156" "S157" "S158" "S159" "S160" "S161" "S162" "S163" "S164" "S165" "S166" "S167" "S168" "S169" "S170" "S171" "S172" "S173" "S174" "S175" "S176" "S177" "S178" "S179" "S180" "S181" "S182" "S183" "S184" "S185" "S186" "S187" "S188" "S189" "S190" "S191" "S192" "S193" "S194" "S195" "S196" "S197" "S198" "S199" "S200" "S201" "S202" "S203" "S204" "S205" "S206" "S207" "S208" "S209" "S210" "S211" "S212" "S213" "S214" "S215" "S216" "S217" "S218" "S219" "S220" "S221" "S222" "S223" "S224" "S225" "S226" "S227" "S228" "S229" "S230" "S231" "S232" "S233" "S234" "S235" "S236" "S237" "S238" "S239" "S240" "S241" "S242" "S243" "S244" "S245" "S246" "S247" "S248" "S249" "S250" "S251" "S252" "S253" "S254" "S255" "S256" "S257" "S258" "S259" "S260" "S261" "S262" "S263" "S264" "S265" "S266" "S267" "S268" "S269" "S270" "S271" "S272" "S273" "S274" "S275" "S276" "S277" "S278" "S279" "S280" "S281" "S282" "S283" "S284" "S285" "S286" "S287" "S288" "S289" "S290" "S291" "S292" "S293" "S294" "S295" "S296" "S297" "S298" "S299" "S300" "S301" "S302" "S303" "S304" "S305" "S306" "S307" "S308" "S309" "S310" "S311" "S312" "S313" "S314" "S315" "S316" "S317" "S318" "S319" "S320" "S321" "S322" "S323" "S324" "S325" "S326" "S327" "S328" "S329" "S330" "S331" "S332" "S333" "S334" "S335" "S336" "S337" "S338" "S339" "S340" "S341" "S342" "S343" "S344" "S345" "S346" "S347" "S348" "S349" "S350" "S351" "S352" "S353" "S354" "S355" "S356" "S357" "S358" "S359" "S360" "S361" "S362" "S363" "S364" "S365" "S366" "S367" "S368" "S369" "S370" "S371" "S372" "S373" "S374" "S375" "S376" "S377" "S378" "S379" "S380" "S381" "S382" "S383" "S384" "S385" "S386" "S387" "S388" "S389" "S390" "S391" "S392" "S393" "S394"
"L. iners" 196 1 1021 0 84 211 313 117 2136 920 1976 324 5167 0 295 1574 1904 4 1149 1270 1 2 0 1029 677 0 0 0 0 0 105 2 2417 0 2 0 1 668 28 1628 992 0 816 1106 608 1911 866 303 436 1395 0 0 32 2102 0 2 0 744 2233 1464 6 132 1 21 0 1391 0 2125 150 4 1281 747 97 2 1866 0 1645 148 38 220 414 11 0 25 21 376 4 2476 28 0 2520 0 10 631 8 4 1097 0 0 490 2484 143 58 376 933 1023 0 0 3 1888 9 1 1201 326 1562 0 42 0 1343 85 0 0 1397 3 0 10 3 251 2 317 1877 2540 2888 8 1409 3644 0 28 1075 15 111 3267 27 26 10 7 0 1461 1338 2746 5 511 2526 1938 2690 3392 1522 2280 0 98 2459 2835 4 1961 2465 2936 3781 1543 1 2772 2081 8 8 0 189 13 8 39 3 2577 39 2 1616 11 327 274 3477 7 2534 2 686 18 363 7 5 30 1101 13 517 3357 482 220 2621 1878 2598 4 669 1455 89 1008 11 0 3053 1314 1047 86 1783 3953 2043 2310 2000 15 1827 60 104 34 2050 1330 0 11 10 421 20 2035 2328 129 2188 1448 8 59 2027 1471 21 165 1035 0 0 1065 2106 565 0 1433 83 1466 2 0 1580 0 323 1671 27 0 1142 0 1076 2042 1529 2 61 39 46 0 0 2030 2141 0 2 1547 11 0 123 2148 1774 2 0 0 0 2 2284 166 82 423 2010 0 1968 0 370 2084 0 2205 0 1267 2388 28 0 2205 1832 108 0 6 28 0 210 77 975 637 1860 2199 2928 2597 619 0 1942 1370 0 651 47 1879 0 0 7 6 69 2028 791 0 0 1863 1915 0 0 2454 1540 2 0 4 0 226 1683 0 906 5 1790 2 1643 5 1689 1026 1267 31 53 1446 2316 3179 2442 2514 0 2 0 0 1898 1544 2190 2248 0 821 3 2 2 2 0 2 2 0 2337 2 14 2 1647 1347 1321 0 1674 1611
"L. crispatus" 2120 0 1 2256 2 1512 6 2 0 841 52 2 53 0 1627 2 0 3686 0 4 1 2 0 0 0 2639 2285 20 2078 0 0 2113 0 2333 0 2187 1224 2 2 0 321 0 0 0 4 303 3 0 0 0 0 0 0 0 1664 1800 20 643 0 2 1 2 0 0 2242 397 1578 0 804 16 0 0 0 1213 0 0 2 1428 2133 1845 0 1487 0 1599 4 1 1765 13 2665 5 8 1091 950 1578 2674 0 1801 0 1808 3218 0 262 1843 3 0 1386 2568 2392 3 0 2981 611 13 0 948 3219 3387 18 0 2250 0 2020 3 3173 3021 3378 6 1977 0 0 668 0 3 0 0 0 0 0 1068 0 6 93 4 2 188 0 5 392 0 0 0 40 0 115 0 0 0 2 0 26 3 21 11 0 149 6 0 1000 3 0 0 5 2 17 0 0 0 0 0 8 2184 2242 0 0 5 3 7 0 0 2085 1034 7 1578 1074 2 1960 690 2072 0 0 2541 0 83 405 0 0 1414 0 2 1054 0 3344 13 20 0 2712 0 0 146 5 2 2447 28 248 602 1417 37 58 2 2 739 988 1890 0 0 2058 0 290 2 1881 0 0 0 0 676 2 2586 2 0 0 0 3 10 2 0 1726 0 2 0 7 0 2571 0 2048 0 2 2 1806 0 0 0 2226 0 2 0 0 2046 0 0 905 1598 146 273 274 0 0 1850 156 0 0 2066 0 2 2011 0 0 1571 0 0 0 2 236 0 2276 0 0 0 0 0 0 2 1989 0 0 0 0 0 54 0 0 0 0 129 594 1503 1563 2 0 2 0 0 0 2158 0 1203 1618 88 237 0 2273 0 58 0 74 0 1812 2 8 2 1 3 1054 0 0 194 1578 5 799 0 2 1881 2 0 3 0 0 2443 2 14 2 0 422 0 0 0 1943 2459 0 2 0 0 962 0 0 0 2349 904 402 0 0 0 586 2 0
"L. gasseri" 2 1242 1 0 2 0 1142 0 0 2 0 2 5 4873 16 2 0 4 20 0 1371 2 0 746 0 0 0 306 272 0 0 19 0 0 110 0 3 0 0 5 0 0 0 0 2 0 2 0 0 0 0 2159 0 0 8 0 0 1 0 9 639 0 835 0 0 2 0 0 121 0 0 2 0 16 0 713 2 3 4 14 0 0 354 0 0 6 5 8 3 0 3 0 0 9 0 1767 12 9 0 0 0 0 0 8 5 23 0 0 0 8 63 0 0 0 10 3 0 1912 2 0 0 0 0 0 0 0 3 0 0 0 0 198 3 0 0 0 1 9 0 0 0 4 0 0 62 2182 0 0 2 24 0 43 0 2 0 0 2 0 3 0 3 12 0 16 0 3 15 0 1399 0 0 0 268 0 0 0 0 0 6 0 34 0 0 2568 0 0 4 0 0 0 38 0 4 211 140 0 0 0 0 0 0 0 6 12 0 909 2 0 0 0 1969 33 0 30 5 12 0 4 5 0 0 0 10 60 358 36 0 4 0 1432 706 2 2 0 0 28 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1754 0 0 0 0 2 70 0 6 0 0 0 0 0 628 2 2 0 0 0 0 0 0 0 2 3884 19 0 0 8 0 0 2 0 1078 626 110 265 0 2 0 0 60 0 0 0 4 0 0 0 0 0 0 31 2 0 0 0 1916 0 0 0 0 0 0 0 0 0 0 0 0 203 0 0 0 2 0 0 47 0 0 2522 0 0 2 7 2 0 0 0 0 0 0 55 1131 0 0 2 0 0 0 101 0 41 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 0 32 0 0 3020 0 3 682 2125 0 0 0 0 0 0 0 0 2 100 0 0 0 0 0
"L. jensenii" 0 142 338 0 0 45 2 0 0 22 2 14 5 0 28 190 0 45 794 512 0 1241 0 0 0 0 2 0 89 0 0 0 0 0 0 0 27 0 0 0 18 0 1180 0 0 14 0 0 0 11 0 0 0 81 0 0 60 37 0 280 0 0 120 0 0 33 0 35 42 0 258 0 0 480 2 0 120 0 22 294 506 11 1129 34 0 801 2 16 31 0 0 142 2 76 0 0 15 500 2 4 0 2 16 705 0 460 72 0 0 71 69 41 1286 0 55 0 0 0 706 61 1010 48 0 13 18 24 2731 33 4 0 0 69 12 102 25 4 0 0 11 0 0 0 0 0 0 0 0 0 71 9 0 7 0 0 0 0 551 10 0 0 0 0 3487 671 105 0 4 0 0 0 0 0 1681 0 11 0 0 0 0 0 0 23 0 0 0 0 0 0 13 0 26 0 42 455 1577 8 37 116 2 3 67 0 28 68 0 2 37 0 0 22 0 0 0 1061 7 3 0 321 22 2 0 0 0 42 411 32 15 24 0 0 121 96 20 0 0 7 0 8 0 0 2 2 0 0 95 2016 107 0 50 0 0 0 0 0 2 0 0 1598 2 0 0 100 2 0 0 0 0 30 0 0 0 0 0 81 2 0 0 135 0 0 777 9 0 3 0 0 41 1300 0 0 9 0 0 0 398 1894 16 53 2144 0 0 661 0 0 604 57 0 0 0 0 0 11 0 0 0 0 0 59 0 155 0 0 17 0 0 37 0 0 0 0 0 0 60 2 22 0 4 39 0 2 2221 0 0 0 0 0 0 976 0 0 217 2 0 1853 26 45 0 19 125 0 4 0 0 0 0 18 22 0 0 0 0 0 0 0 0 0 0 1539 0 0 0 0 0 0 0 0 55 0 0 0 365 0 0 0
"Prevotella" 0 1 1 0 525 7 134 753 0 0 6 220 0 63 0 94 191 0 2 0 9 143 154 0 773 3 0 8 0 582 332 0 0 0 497 134 3 39 163 2 1 199 4 107 89 0 83 660 81 0 1005 4 402 0 0 0 2 0 5 0 0 353 0 545 0 2 0 81 8 206 0 193 189 0 0 100 0 0 0 0 0 0 0 0 289 5 4 5 3 1114 0 3 2 0 0 2 0 2 102 0 23 379 0 0 446 0 0 0 688 59 3 2 0 636 0 40 0 0 0 0 2 2 245 3 3 7 6 0 2 384 0 3 9 522 75 0 146 1389 4 600 449 127 1484 513 436 0 211 2 130 9 41 442 0 2 21 0 0 47 1448 328 61 48 0 8 0 0 0 0 1 0 2 311 0 796 760 109 896 2008 372 0 7 0 38 0 703 216 22 1390 0 0 0 285 2 2 7 2 0 0 7 0 0 111 0 0 3 318 2 21 675 11 0 7 0 5 501 12 132 9 10 29 0 0 2 39 18 6 2 26 586 135 3 2 2 2 0 2 0 0 432 13 4 78 602 149 0 89 8 188 2 193 7 6 657 16 371 2 3 48 352 0 327 0 597 2 0 0 2 0 837 738 1114 0 878 0 0 0 2 0 637 163 0 0 0 2 0 147 4 0 0 434 0 663 0 2 0 0 0 0 16 0 147 2 0 0 12 0 170 320 8 863 506 8 1138 477 80 488 6 0 0 0 363 689 2 0 24 30 210 49 137 697 443 16 0 0 2 0 53 0 28 0 0 0 71 4 4 0 617 0 0 57 1 266 0 2 0 2 0 0 0 2 0 43 0 120 0 5 0 501 888 29 4 2 2 0 120 0 3 2 2 1026 625 486 526 118 0 0 247 280 13 144 17 0 0 16
"Megasphaera" 0 1 0 0 402 0 4 102 0 0 0 193 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 372 761 0 0 0 0 0 0 304 151 0 0 0 0 383 228 0 386 230 352 0 292 0 425 0 0 0 0 0 0 0 0 158 0 310 0 0 0 0 0 303 0 539 517 0 0 0 0 0 0 0 0 0 0 0 252 0 0 0 0 235 0 0 0 0 0 2 0 0 0 0 0 584 0 3 530 0 0 0 619 0 0 0 0 523 0 0 3 0 0 2 0 0 385 0 3 0 0 0 2 565 0 0 3 8 0 0 213 166 2 235 516 0 393 136 0 0 157 0 0 3 1205 414 0 2 0 3 2 0 0 86 0 0 0 0 0 0 0 0 0 0 2 45 0 79 1400 0 88 251 0 0 0 0 0 0 316 248 0 1005 0 0 2 172 0 4 0 0 0 4 473 0 0 498 3 0 0 0 0 663 288 0 0 0 0 5 626 0 229 0 34 0 0 0 2 21 6 6 2 136 115 0 2 2 4 2 0 0 0 0 213 4 0 50 437 281 0 2 0 95 0 676 0 0 142 2 117 0 3 0 213 0 108 0 0 0 0 0 0 0 341 107 371 0 0 0 0 0 0 0 254 0 0 0 0 0 0 0 0 0 0 368 0 299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 273 2 405 0 2 151 653 299 438 0 0 0 0 281 0 0 0 2 99 250 36 54 138 153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111 0 0 0 0 2 2 0 0 0 0 0 0 0 0 610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 2 2 0 0 2 0 0
"Sneathia" 0 0 0 0 302 0 35 272 0 0 0 44 0 0 0 10 2 0 2 0 0 0 1412 0 10 0 0 0 0 391 151 0 0 0 0 0 0 21 421 0 0 0 0 460 302 0 68 71 1 0 155 0 102 0 0 0 0 1 0 0 0 347 0 147 0 0 0 5 0 27 0 33 44 0 0 0 0 0 0 0 0 0 0 0 230 0 0 0 0 103 0 1 0 0 0 0 0 0 0 0 0 34 0 0 97 0 0 0 8 0 0 0 0 121 0 3 0 0 0 0 0 0 101 0 0 0 0 0 874 209 0 0 0 0 2 0 53 492 4 317 103 0 614 538 0 0 1210 2 0 3 0 0 0 0 18 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 1087 0 869 240 0 184 1023 0 3 0 0 0 0 635 398 0 1552 0 0 0 553 0 6 0 0 0 0 2 0 0 1108 0 0 0 0 0 0 135 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 2 0 4 538 0 2 0 0 0 0 0 0 0 28 0 0 2 0 31 0 0 0 0 0 24 0 3 134 2 1095 0 2 5 431 2 380 0 22 0 0 0 0 0 374 104 606 0 0 0 0 0 0 0 899 0 0 0 0 0 0 0 0 0 0 78 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97 0 28 0 0 643 30 0 28 0 0 0 0 421 0 2 0 0 0 2 33 74 154 936 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 343 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Atopobium" 0 1 0 0 84 0 12 54 0 0 0 32 0 0 0 0 0 0 0 0 0 0 43 0 311 0 0 0 0 188 94 0 0 0 0 0 0 484 88 2 3 0 0 248 160 0 0 266 148 0 144 0 55 0 0 0 0 0 0 0 1 285 0 538 0 0 2 176 0 36 0 73 361 0 0 8 0 0 0 0 0 0 0 0 18 0 0 8 0 84 0 0 598 0 0 4 0 1 118 0 0 79 0 56 362 0 0 0 445 0 3 0 0 165 0 0 0 0 0 0 0 0 31 3 0 0 14 0 0 101 0 0 0 512 0 0 201 197 0 248 327 0 275 207 4 2 265 0 2 0 410 461 0 0 9 3 2 0 31 93 0 0 0 0 0 0 0 3 17 0 0 158 0 52 1217 0 170 408 0 0 0 0 0 112 174 738 4 1234 0 0 0 25 4 0 0 0 0 0 26 0 0 224 0 0 0 0 0 57 13 4 14 0 0 0 43 0 0 0 12 0 0 0 0 15 2 4 2 72 3 0 113 0 0 0 0 0 0 4 171 2 0 4 234 47 0 0 0 165 2 228 2 1 113 0 95 2 0 0 54 2 156 0 49 0 0 0 2 0 272 597 88 0 108 0 0 0 0 0 152 0 0 0 0 0 0 2 2 0 0 9 0 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 59 0 44 0 0 433 132 383 197 0 0 0 0 344 36 0 0 2 20 27 82 99 76 12 38 0 0 0 2 2 0 0 0 0 0 31 1473 0 0 29 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 8 0 0 147 0 0 0 0
"Streptococcus" 0 0 3 0 0 0 138 4 0 2 2 0 0 5 0 38 0 0 0 0 1 216 7 0 0 0 0 37 0 0 0 0 0 0 1333 0 0 0 0 0 3 45 0 0 0 0 0 2 0 0 0 0 2 0 0 2 1426 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 2 7 0 0 0 0 0 0 0 5 3 0 0 3 0 0 0 0 0 0 226 0 0 5 0 2 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 399 109 91 0 0 13 0 0 4 8 0 8 0 2 0 5 42 0 0 0 0 12 0 0 20 324 14 58 0 0 0 0 0 0 0 0 0 2 0 47 22 6 1329 0 0 99 0 0 0 0 3 5 29 7 0 3 0 0 0 0 0 2 2 0 0 0 0 3 0 0 0 0 0 9 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 7 35 2 0 0 2 0 23 0 0 0 0 0 70 0 2 5 7 6 0 4 0 2 7 0 2 2 0 0 29 0 0 0 0 0 0 0 0 232 0 0 0 0 2 538 0 0 0 0 216 3 1076 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 122 2 0 483 0 0 0 930 0 28 0 98 0 0 2 0 0 2 0 6 0 0 0 0 306 2 0 4 0 0 0 0 0 0 0 7 0 0 0 219 0 6 0 0 0 6 4 372 0 0 320 0 921 0 2 2 45 2 0 0 0 6 405 0 0 0 0 0 0 0 126 4 603 0 0 2 0 30 0 5 0 2 183 399 54 110 393 0 0 0 98 0 0 0 1357 2 17
"Dialister" 0 1 0 0 152 4 2 192 0 0 2 17 0 5 0 14 43 0 0 0 9 0 39 0 244 0 0 0 0 140 105 0 0 0 0 0 0 14 114 0 0 17 0 34 25 0 8 141 103 0 56 4 130 0 0 0 0 0 0 0 1 77 5 172 0 0 0 5 4 73 0 48 70 0 0 62 0 0 0 0 0 0 5 0 224 4 0 3 0 168 0 1 2 0 0 34 0 0 39 0 15 54 2 8 59 0 0 0 343 0 0 1 0 197 0 3 0 0 0 0 0 0 36 0 0 0 0 0 0 126 0 0 6 262 46 0 75 166 2 126 65 45 126 26 252 5 56 0 18 3 30 43 0 2 0 0 0 15 137 563 29 6 0 5 0 0 0 0 0 0 0 100 0 278 480 63 122 104 129 0 0 0 8 0 122 13 4 96 0 0 0 239 0 0 2 0 0 0 20 0 3 14 0 0 0 45 0 25 57 0 0 4 0 2 43 6 59 0 7 12 0 0 2 6 4 0 0 19 34 35 0 0 0 2 0 0 0 0 57 2 0 28 89 91 0 30 3 4 0 33 2 0 122 9 20 0 0 9 37 0 66 0 15 2 2 0 2 0 153 412 225 0 154 0 0 0 0 0 138 108 0 0 0 0 0 4 0 0 0 26 0 68 2 0 0 0 0 0 4 0 77 2 0 0 5 0 7 185 8 140 2 4 80 57 93 45 4 0 3 0 53 180 0 0 2 5 20 31 22 72 322 3 0 0 0 0 21 0 4 0 0 0 15 175 0 0 23 0 3 12 4 25 0 0 0 3 0 0 0 0 0 19 0 3 0 5 0 39 10 4 0 0 0 0 17 0 0 0 0 328 47 50 7 3 0 0 184 202 0 7 0 0 0 0
